Maintenance_ID,System_ID,Issue,Priority,Assigned_Engineer,Status,Repair_Time,Cost,Completion_Date
MT0290,SYS0232,Motor Repair,High,Maria Hernandez,Open,6,2377.36,2026-04-14
MT0291,SYS0086,Robot Calibration,Medium,Kimberly Fletcher,Completed,19,2548.41,2026-01-14
MT0292,SYS0320,Robot Calibration,Low,Tim Austin,Open,24,202.74,2026-06-19
MT0293,SYS0440,Motor Repair,Medium,Robert Brooks,Completed,14,3791.28,2026-06-21
MT0294,SYS0187,Motor Repair,Low,Ryan Garcia,Completed,2,2819.07,2026-03-28
MT0295,SYS0341,PLC Failure,High,Lauren Webb,Completed,20,423.0,2026-03-18
MT0296,SYS0096,PLC Failure,Medium,Alec Huerta,Open,8,3174.54,2026-02-06
MT0297,SYS0144,Robot Calibration,High,Nicholas Porter,In Progress,2,3006.95,2026-05-07
MT0298,SYS0089,Sensor Replacement,Medium,Ariel Contreras,Completed,8,1190.19,2026-01-31
MT0299,SYS0004,Sensor Replacement,Low,Jeffrey Chen,Open,3,395.54,2026-02-19
MT0300,SYS0415,Robot Calibration,High,Lisa Ortiz,Open,12,4296.83,2026-07-02
MT0301,SYS0031,PLC Failure,High,Matthew Bates,In Progress,8,4948.69,2026-02-03
MT0302,SYS0146,Robot Calibration,High,Robert Harris,In Progress,2,1284.97,2026-06-01
MT0303,SYS0208,Robot Calibration,High,Benjamin Harrison,Completed,20,1129.48,2026-06-16
MT0304,SYS0398,Sensor Replacement,Low,Wendy Winters,Completed,10,4279.05,2026-04-03
MT0305,SYS0202,Sensor Replacement,High,Paul Mcguire,Open,5,234.76,2026-02-15
MT0306,SYS0276,PLC Failure,Medium,Patrick Reyes,In Progress,24,3754.01,2026-01-29
MT0307,SYS0331,Sensor Replacement,Low,Jeffrey Jones,Completed,9,3812.76,2026-07-08
MT0308,SYS0047,Sensor Replacement,High,Daniel Perry,Completed,15,3944.36,2026-05-04
MT0309,SYS0385,Motor Repair,Medium,Elizabeth Greer,In Progress,20,3150.98,2026-02-14
MT0310,SYS0488,PLC Failure,Low,Deanna Lynch,Completed,8,4841.51,2026-06-05
MT0311,SYS0206,Sensor Replacement,Low,David Phillips MD,Open,15,1683.15,2026-06-19
MT0312,SYS0191,Robot Calibration,Low,Patricia Swanson,Completed,1,2042.87,2026-06-26
MT0313,SYS0305,Robot Calibration,High,Kenneth Mendoza,Completed,19,1175.12,2026-06-07
MT0314,SYS0230,Robot Calibration,High,Michele Thompson,Completed,19,835.71,2026-03-08
MT0315,SYS0203,Motor Repair,Low,Kevin White,In Progress,8,679.4,2026-04-29
MT0316,SYS0191,Sensor Replacement,High,Leslie Knox,Open,5,4731.94,2026-05-10
MT0317,SYS0438,Robot Calibration,Medium,Amanda Nolan,Open,5,3405.34,2026-02-15
MT0318,SYS0261,Motor Repair,Medium,Earl Anderson,Open,4,4507.04,2026-05-02
MT0319,SYS0073,PLC Failure,High,Edward Mccoy,Open,4,2353.13,2026-04-13
MT0320,SYS0393,Sensor Replacement,Low,Pamela Stone,Completed,19,3046.84,2026-06-28
MT0321,SYS0338,Robot Calibration,Medium,Brenda Martinez,Completed,9,493.21,2026-02-03
MT0322,SYS0086,PLC Failure,Low,Richard Hansen,Open,23,1305.3,2026-06-20
MT0323,SYS0170,Robot Calibration,Low,Andrea Richard,Open,4,1500.35,2026-01-31
MT0324,SYS0369,Sensor Replacement,Low,John Roach,In Progress,21,704.32,2026-04-02
MT0325,SYS0122,PLC Failure,High,Sarah Campos,Open,16,4603.16,2026-05-10
MT0326,SYS0237,Sensor Replacement,Medium,Dr. Timothy Gomez,Open,20,4874.36,2026-04-18
MT0327,SYS0192,Robot Calibration,Low,Matthew Larson,Completed,3,2608.25,2026-03-23
MT0328,SYS0121,Robot Calibration,High,Sean Gray,In Progress,11,3561.98,2026-05-14
MT0329,SYS0277,PLC Failure,High,Bradley Porter,Completed,24,4652.82,2026-01-18
MT0330,SYS0004,Robot Calibration,High,Valerie Hall,Open,16,398.95,2026-02-19
MT0331,SYS0253,Motor Repair,High,Linda Hansen,Completed,7,4427.01,2026-06-11
MT0332,SYS0388,Sensor Replacement,High,Paul Schwartz,In Progress,18,2263.99,2026-06-23
MT0333,SYS0049,Robot Calibration,High,Victoria Collins,Completed,6,1833.41,2026-03-06
MT0334,SYS0367,Robot Calibration,Medium,Jennifer White,Open,2,4440.42,2026-03-08
MT0335,SYS0171,Robot Calibration,High,Lisa Carter,In Progress,17,1122.11,2026-02-15
MT0336,SYS0379,Sensor Replacement,Medium,Robin Reed,In Progress,14,3610.89,2026-06-05
MT0337,SYS0245,Sensor Replacement,Medium,Tonya Hoover,Completed,1,3750.35,2026-02-19
MT0338,SYS0137,Motor Repair,Medium,Kyle Wang,Completed,22,3005.61,2026-01-23
MT0339,SYS0087,Robot Calibration,Medium,Laurie Allen,Completed,21,4399.5,2026-05-19
MT0340,SYS0378,Robot Calibration,Low,Dakota Johnson,In Progress,13,1010.11,2026-05-29
MT0341,SYS0082,Sensor Replacement,Low,Raven Morrow,Open,1,3823.91,2026-03-01
MT0342,SYS0274,Sensor Replacement,Medium,Jamie Preston MD,In Progress,22,4682.37,2026-02-12
MT0343,SYS0208,Sensor Replacement,Medium,Kimberly Ross,Open,6,2851.86,2026-06-02
MT0344,SYS0097,Robot Calibration,Low,Jason Martinez,In Progress,1,635.07,2026-04-02
MT0345,SYS0485,Sensor Replacement,Low,Desiree Moore,Completed,9,618.51,2026-03-01
MT0346,SYS0292,Sensor Replacement,High,Andrew Rose,Completed,1,3106.33,2026-05-19
MT0347,SYS0336,Motor Repair,Medium,Walter Kerr,Completed,23,2328.24,2026-05-23
MT0348,SYS0069,Motor Repair,Medium,Erika Davis,Completed,9,4609.09,2026-05-15
MT0349,SYS0457,Robot Calibration,Low,William Stevens,In Progress,12,2265.48,2026-03-20
MT0350,SYS0095,PLC Failure,Medium,Ashley Dillon,Open,21,388.82,2026-04-14
MT0351,SYS0368,Sensor Replacement,High,Cassandra York,Completed,2,3739.15,2026-05-28
MT0352,SYS0044,Sensor Replacement,Low,Laura Mendoza MD,Open,7,2785.97,2026-03-24
MT0353,SYS0091,Sensor Replacement,Low,Morgan Hamilton,Open,15,649.5,2026-02-07
MT0354,SYS0487,Sensor Replacement,Medium,Samuel Ward,Completed,23,424.53,2026-07-12
MT0355,SYS0495,PLC Failure,High,Tiffany Russell,Completed,15,2532.1,2026-02-01
MT0356,SYS0020,Robot Calibration,Medium,Don Davis,Open,13,732.31,2026-06-10
MT0357,SYS0351,Motor Repair,Low,Alan Martinez,Open,14,4377.48,2026-02-26
MT0358,SYS0201,Robot Calibration,Low,Erin Ramirez MD,In Progress,17,3623.5,2026-04-25
MT0359,SYS0182,PLC Failure,Low,Mrs. Laura Moore,In Progress,11,1295.69,2026-02-10
MT0360,SYS0089,Sensor Replacement,Medium,William Miranda Jr.,Open,3,2334.53,2026-03-11
MT0361,SYS0218,Sensor Replacement,Low,Sara Jimenez,In Progress,4,1186.81,2026-03-04
MT0362,SYS0445,Sensor Replacement,Medium,Roger Mendez,Completed,1,3285.99,2026-05-08
MT0363,SYS0406,Robot Calibration,Medium,Nicolas Jordan,In Progress,3,4831.99,2026-01-29
MT0364,SYS0154,Sensor Replacement,Low,Christine Scott,In Progress,4,2067.63,2026-02-16
MT0365,SYS0142,Robot Calibration,Low,David Ramirez,In Progress,7,2406.88,2026-06-04
MT0366,SYS0238,Motor Repair,High,Russell Olson,Open,17,1937.66,2026-03-11
MT0367,SYS0487,Motor Repair,Low,Michael Miller,Open,23,1200.46,2026-01-12
MT0368,SYS0129,Robot Calibration,Low,Lindsey Lopez,In Progress,2,4130.19,2026-02-24
MT0369,SYS0451,Motor Repair,Low,Mark Mora,Open,11,4320.07,2026-03-31
MT0370,SYS0052,Motor Repair,Low,Jason Maddox,Completed,16,3174.67,2026-03-25
MT0371,SYS0290,Sensor Replacement,Low,Andrea Lee,Open,23,1077.21,2026-03-19
MT0372,SYS0452,Sensor Replacement,Medium,Kristina Whitaker,In Progress,8,2337.42,2026-05-14
MT0373,SYS0137,Robot Calibration,Low,Mark Clark,Open,6,1251.32,2026-06-29
MT0374,SYS0177,Motor Repair,Medium,Derek Meyer,Completed,17,4154.79,2026-02-10
MT0375,SYS0294,Robot Calibration,Medium,John Dennis,In Progress,1,994.44,2026-01-25
MT0376,SYS0448,Robot Calibration,High,Erin Garcia,Open,24,1281.89,2026-03-25
MT0377,SYS0432,Sensor Replacement,Medium,Katrina Ruiz,In Progress,19,399.02,2026-05-28
MT0378,SYS0353,Motor Repair,Low,Robert Joyce,Completed,17,2282.59,2026-02-17
MT0379,SYS0362,Robot Calibration,Low,Kayla Jensen DDS,In Progress,1,4900.41,2026-07-07
MT0380,SYS0002,Robot Calibration,Low,Matthew Weaver,In Progress,11,3203.94,2026-03-06
MT0381,SYS0161,Motor Repair,High,Kari Lowery,Open,6,638.58,2026-02-22
MT0382,SYS0372,Robot Calibration,Low,Samuel Ruiz,Open,19,3096.35,2026-04-29
MT0383,SYS0428,PLC Failure,High,Stephanie Gray,Completed,16,2761.43,2026-01-25
MT0384,SYS0135,Motor Repair,Low,Mary Weaver,Open,16,4262.86,2026-03-15
MT0385,SYS0326,Motor Repair,High,Lisa Campbell,Completed,10,1266.22,2026-01-18
MT0386,SYS0259,Robot Calibration,Medium,Robert Sosa,Completed,15,445.9,2026-06-21
MT0387,SYS0373,Motor Repair,Low,Paul Park,In Progress,15,4247.56,2026-03-07
MT0388,SYS0494,Robot Calibration,Medium,Megan Smith,Open,14,4275.58,2026-01-27
MT0389,SYS0068,Motor Repair,Low,Taylor Gould,Open,18,4638.16,2026-06-14
MT0390,SYS0462,PLC Failure,Medium,Julie Torres,In Progress,10,4434.89,2026-06-17
MT0391,SYS0045,Robot Calibration,High,Julia Jones,In Progress,20,2942.02,2026-04-05
MT0392,SYS0481,PLC Failure,Low,Miss Jacqueline Mills,Open,16,4637.61,2026-04-21
MT0393,SYS0086,PLC Failure,Low,James Adams,In Progress,10,1805.7,2026-04-15
MT0394,SYS0358,Motor Repair,High,Dr. Nancy Harmon,In Progress,13,298.08,2026-03-16
MT0395,SYS0500,Sensor Replacement,Medium,Tara Black,Open,14,359.68,2026-03-08
MT0396,SYS0461,PLC Failure,Low,Anthony Roberson,In Progress,8,2332.19,2026-06-03
MT0397,SYS0469,Motor Repair,High,Tiffany Carlson,In Progress,8,1214.12,2026-06-04
MT0398,SYS0203,Motor Repair,High,Adrian Myers,Open,22,1212.75,2026-03-16
MT0399,SYS0419,Motor Repair,Medium,James Burke,In Progress,4,2830.37,2026-01-22
MT0400,SYS0070,Sensor Replacement,High,Chad Sheppard,Completed,14,2169.5,2026-04-09
MT0401,SYS0440,Motor Repair,High,Denise Bailey,In Progress,9,3925.29,2026-01-26
MT0402,SYS0315,PLC Failure,High,Laura Hughes,Open,17,3305.81,2026-07-11
MT0403,SYS0221,Robot Calibration,Low,Jenna Rush,In Progress,11,3446.01,2026-06-17
MT0404,SYS0414,PLC Failure,Medium,Nicholas Perez,Open,7,2948.68,2026-03-12
MT0405,SYS0105,Robot Calibration,High,Mark Hernandez,Completed,23,2672.18,2026-06-25
MT0406,SYS0317,Motor Repair,Medium,Gerald Wilson,Completed,24,4250.41,2026-03-03
MT0407,SYS0409,Robot Calibration,Low,Priscilla Mcmahon,In Progress,21,1652.88,2026-02-08
MT0408,SYS0071,Sensor Replacement,Low,Margaret Cordova,In Progress,15,481.68,2026-01-18
MT0409,SYS0332,Motor Repair,High,Jack Johnson,Completed,18,4348.73,2026-03-09
MT0410,SYS0350,Motor Repair,Low,Michele Taylor,Open,13,1188.48,2026-05-29
MT0411,SYS0430,PLC Failure,Low,Johnathan Ward,Open,6,2973.83,2026-04-17
MT0412,SYS0493,PLC Failure,Medium,Matthew Fernandez,Completed,19,2990.5,2026-05-22
MT0413,SYS0393,PLC Failure,High,Sabrina Keith,In Progress,18,4666.35,2026-03-21
MT0414,SYS0252,PLC Failure,High,Larry Jackson,Completed,14,3571.65,2026-04-06
MT0415,SYS0495,Sensor Replacement,Low,Ellen Osborn,Open,3,2396.2,2026-01-26
MT0416,SYS0469,PLC Failure,High,Jack Larson,Open,10,3131.58,2026-04-02
MT0417,SYS0088,Motor Repair,High,Marvin Rivas,Open,6,344.99,2026-04-04
MT0418,SYS0368,Sensor Replacement,Low,Jason Joyce,In Progress,8,4796.68,2026-04-06
MT0419,SYS0155,PLC Failure,Low,Alexander Reid,Open,12,3920.42,2026-03-30
MT0420,SYS0313,Motor Repair,Medium,Shawn Fuentes,Completed,13,3074.31,2026-06-19
MT0421,SYS0033,Robot Calibration,High,Cynthia Cherry,Open,7,209.56,2026-03-08
MT0422,SYS0133,Sensor Replacement,Medium,Lindsay Delgado,Completed,18,4579.82,2026-01-25
MT0423,SYS0381,Robot Calibration,High,John Lowe,Completed,2,3547.4,2026-03-31
MT0424,SYS0401,PLC Failure,Medium,Alex Roman,In Progress,18,735.9,2026-05-27
MT0425,SYS0242,PLC Failure,Medium,Douglas Holden,In Progress,13,4778.47,2026-02-24
MT0426,SYS0139,Sensor Replacement,High,Aaron Archer,Completed,11,4438.54,2026-06-26
MT0427,SYS0271,PLC Failure,Low,Stephen Lopez,Open,21,4284.39,2026-03-11
MT0428,SYS0452,Sensor Replacement,High,Joseph Miller,In Progress,3,1777.12,2026-05-11
MT0429,SYS0103,Motor Repair,Low,Christopher Collins,Completed,16,461.12,2026-03-04
MT0430,SYS0307,Sensor Replacement,Medium,Stephen Richardson,In Progress,10,404.15,2026-02-05
MT0431,SYS0451,PLC Failure,Low,Sharon Moreno,Completed,17,3219.7,2026-02-11
MT0432,SYS0017,PLC Failure,Medium,Michelle Mccall,Completed,13,921.07,2026-03-25
MT0433,SYS0085,Motor Repair,High,Ashley Fox,Completed,21,4376.57,2026-05-24
MT0434,SYS0152,Robot Calibration,High,Kristen Davis,Open,1,3370.46,2026-04-13
MT0435,SYS0010,Motor Repair,Low,Teresa Cruz,In Progress,17,3366.9,2026-06-04
MT0436,SYS0495,Robot Calibration,High,Daniel Moreno,Completed,21,3304.86,2026-02-12
MT0437,SYS0324,Robot Calibration,Low,John Bender,Completed,14,2791.22,2026-03-17
MT0438,SYS0217,PLC Failure,High,Anthony Young,In Progress,13,4321.18,2026-06-22
MT0439,SYS0088,Motor Repair,Medium,Ashley Reeves,Open,5,274.67,2026-01-12
MT0440,SYS0017,Sensor Replacement,Low,Jessica Phillips,Completed,20,776.23,2026-06-13
MT0441,SYS0030,Sensor Replacement,Medium,Jeremy Webb,Completed,22,4526.5,2026-05-31
MT0442,SYS0136,Robot Calibration,Medium,Tracy Shaffer,Completed,11,4054.73,2026-01-18
MT0443,SYS0196,Sensor Replacement,High,Jennifer Kidd,Open,11,4991.94,2026-01-14
MT0444,SYS0349,Motor Repair,Low,David Spencer,Completed,6,252.57,2026-06-27
MT0445,SYS0383,Robot Calibration,High,Amy Jones,In Progress,5,1631.63,2026-03-10
MT0446,SYS0337,Robot Calibration,Low,Richard Moon,Open,20,289.12,2026-04-22
MT0447,SYS0047,Sensor Replacement,Low,Kathryn Hicks,Open,12,1393.49,2026-07-11
MT0448,SYS0094,Robot Calibration,High,Richard Schmitt,Open,13,4150.01,2026-04-30
MT0449,SYS0475,PLC Failure,Low,Marissa Moses,In Progress,13,3315.32,2026-02-04
MT0450,SYS0230,PLC Failure,Low,Sarah Jackson,Open,8,2002.08,2026-05-21
MT0451,SYS0069,Robot Calibration,Low,Matthew Keller,Open,12,1267.07,2026-05-28
MT0452,SYS0392,Motor Repair,Medium,Terri Smith,In Progress,3,3559.58,2026-03-29
MT0453,SYS0418,Motor Repair,Medium,Michelle Barrera,Open,22,278.09,2026-05-17
MT0454,SYS0125,Motor Repair,High,Dawn Harris,Open,17,2824.56,2026-03-15
MT0455,SYS0061,Robot Calibration,High,Raymond Mays,In Progress,15,4990.77,2026-03-18
MT0456,SYS0128,Robot Calibration,Medium,Roger Jordan,In Progress,13,2173.35,2026-02-18
MT0457,SYS0102,Sensor Replacement,Low,Samantha Kent,Open,2,2029.57,2026-06-04
MT0458,SYS0414,Motor Repair,High,Miguel Ayala,In Progress,17,2157.21,2026-05-29
MT0459,SYS0300,PLC Failure,Low,Nicole James,Open,19,1689.98,2026-05-04
MT0460,SYS0419,Motor Repair,High,Richard King,Completed,5,3792.77,2026-05-20
MT0461,SYS0488,Robot Calibration,Low,Steven Kelly,In Progress,17,2057.37,2026-03-05
MT0462,SYS0085,Motor Repair,High,Dean Graham,In Progress,5,253.18,2026-03-01
MT0463,SYS0214,Motor Repair,Low,Daniel Roberts,Open,19,3000.35,2026-07-06
MT0464,SYS0091,Sensor Replacement,Medium,Marissa Wright,Open,20,4929.28,2026-05-28
MT0465,SYS0466,Sensor Replacement,High,Thomas Craig,In Progress,20,3997.4,2026-05-04
MT0466,SYS0376,Sensor Replacement,Low,Tom Fletcher,Open,18,3727.06,2026-01-13
MT0467,SYS0443,Motor Repair,High,Angel Mason,In Progress,15,3608.55,2026-03-31
MT0468,SYS0231,Sensor Replacement,Medium,Mary Frank,Open,1,1645.32,2026-03-25
MT0469,SYS0127,Robot Calibration,High,Emily Martin,Completed,2,2711.64,2026-02-20
MT0470,SYS0444,Robot Calibration,High,Philip Gonzalez,Completed,4,1771.38,2026-05-18
MT0471,SYS0309,Sensor Replacement,High,David Saunders,Completed,5,4957.0,2026-04-08
MT0472,SYS0207,PLC Failure,Low,Jennifer Henderson,Completed,3,1590.05,2026-04-07
MT0473,SYS0026,Motor Repair,Medium,Samantha Washington,Completed,20,3677.01,2026-05-09
MT0474,SYS0484,PLC Failure,Medium,Timothy Henry,In Progress,21,3374.41,2026-02-19
MT0475,SYS0437,PLC Failure,Medium,Margaret Green,In Progress,19,539.44,2026-05-29
MT0476,SYS0154,PLC Failure,Low,Tammie Peterson,Completed,17,4095.33,2026-03-05
MT0477,SYS0254,Robot Calibration,Low,Stephen Simon,In Progress,18,2456.37,2026-06-24
MT0478,SYS0017,Motor Repair,High,Nicole Flores,Open,22,2041.97,2026-05-13
MT0479,SYS0082,Sensor Replacement,Medium,Patricia Perry,Completed,11,3181.21,2026-03-19
MT0480,SYS0364,Sensor Replacement,Low,Jesse Martin,In Progress,6,1320.95,2026-06-11
MT0481,SYS0426,Sensor Replacement,Low,Keith Oliver,In Progress,16,4967.97,2026-06-27
MT0482,SYS0220,PLC Failure,High,John Gutierrez,Open,18,4547.57,2026-02-03
MT0483,SYS0206,Sensor Replacement,High,Robert Padilla,In Progress,2,3315.37,2026-03-27
MT0484,SYS0439,Robot Calibration,Medium,Zoe Watson,In Progress,5,4420.86,2026-01-19
MT0485,SYS0044,Motor Repair,High,Christopher Ho,Open,8,3214.15,2026-04-22
MT0486,SYS0002,Motor Repair,High,Logan Santiago,Open,14,682.42,2026-06-09
MT0487,SYS0270,Motor Repair,High,Mary Curry,Open,16,934.09,2026-02-01
MT0488,SYS0392,Robot Calibration,Low,Melissa Stevens,Open,8,4017.93,2026-06-15
MT0489,SYS0158,Motor Repair,Medium,Joseph Sutton,Completed,23,984.16,2026-05-24
MT0490,SYS0116,PLC Failure,High,Stephanie Buck,Completed,16,3370.29,2026-02-16
MT0491,SYS0162,Motor Repair,Low,Christina Henderson,Completed,2,2581.76,2026-05-19
MT0492,SYS0254,Sensor Replacement,High,Molly Bradley,Completed,3,2582.38,2026-05-27
MT0493,SYS0497,Robot Calibration,Low,Mrs. Kelly Harris DVM,Completed,14,613.57,2026-02-19
MT0494,SYS0295,Sensor Replacement,Low,Cindy Hawkins,Completed,23,1800.92,2026-02-24
MT0495,SYS0319,PLC Failure,High,Julian Martinez,Completed,17,2524.54,2026-01-31
MT0496,SYS0108,Motor Repair,Low,Amanda Schwartz,Completed,10,3712.46,2026-04-15
MT0497,SYS0415,Robot Calibration,Medium,Teresa Newton,Open,15,1575.73,2026-05-08
MT0498,SYS0312,PLC Failure,Medium,Steven Hahn,Open,14,323.23,2026-05-19
MT0499,SYS0384,Motor Repair,Low,Ronnie Pham,Completed,11,4934.94,2026-05-20
MT0500,SYS0473,PLC Failure,High,Shawn Hayes,Open,14,1742.49,2026-04-19
