Operator_ID,Operator_Name,Shift,Department,Experience_Years,Certification,Contact
OP387,Levi Carson,Day,Packaging,12,PLC,414.328.9917
OP388,John Martin,Day,Assembly,3,Robotics,878-517-8432x6300
OP389,Timothy Ramirez,Day,Assembly,20,Safety,+1-292-656-9392x88621
OP390,Felicia Moore,Evening,Packaging,16,Robotics,(631)861-9162
OP391,Kevin Clark,Night,Packaging,14,Safety,+1-271-848-8699
OP392,Jamie Woods,Night,Packaging,11,Safety,001-252-677-6208x698
OP393,Jessica Hart,Night,Quality,15,PLC,001-811-508-7583x9794
OP394,Juan Mccoy,Night,Maintenance,17,PLC,5327139269
OP395,Daniel Smith,Day,Assembly,22,PLC,001-228-424-2639
OP396,Michele Yoder,Evening,Packaging,12,Safety,507.548.3925
OP397,Amanda Cook,Evening,Packaging,13,PLC,+1-796-759-2099x487
OP398,Christine Miller,Night,Packaging,11,SCADA,001-225-752-2469x105
OP399,Colin Burns,Night,Quality,8,Safety,555.613.1215x404
OP400,Charles Watkins,Night,Maintenance,23,PLC,222.378.0531x654
OP401,Kimberly Harris,Day,Quality,14,None,215-524-8084x69156
OP402,William Dunn MD,Day,Assembly,5,SCADA,200.532.2918
OP403,Gary Morris,Day,Packaging,3,Robotics,(510)807-3525x616
OP404,Amanda Carlson,Night,Packaging,11,SCADA,(698)712-8007
OP405,Shawn Burch,Evening,Assembly,4,None,8868532098
OP406,Madison Robinson,Evening,Packaging,11,None,+1-937-354-8372
OP407,Linda Moore,Evening,Quality,25,Robotics,(427)206-1640x955
OP408,Kimberly Bennett,Evening,Maintenance,21,Robotics,001-820-396-2875x938
OP409,Jason Dennis,Evening,Maintenance,23,SCADA,+1-601-498-9366x121
OP410,Jesus Perkins,Day,Maintenance,22,Robotics,667.750.2916
OP411,Mark Lee,Evening,Maintenance,3,PLC,422-269-4522x837
OP412,Kenneth Hale,Night,Assembly,25,None,(530)516-6923x202
OP413,Kelsey Rodriguez,Night,Maintenance,3,SCADA,877.544.9682
OP414,Anita Bell,Evening,Quality,7,None,+1-975-912-9135x8067
OP415,Anthony Brown,Day,Maintenance,5,PLC,(420)510-5363x9949
OP416,Shelly Morton,Day,Assembly,23,None,601.636.4950
OP417,Aimee Henderson,Day,Quality,24,Safety,001-596-838-6447
OP418,Dr. David Rice DDS,Night,Maintenance,25,PLC,6462407506
OP419,Sara James,Night,Maintenance,16,PLC,851.862.4635x736
OP420,Stephanie Pollard,Evening,Quality,22,SCADA,2973493054
OP421,Melissa Kirk,Day,Assembly,3,Robotics,691.298.7386x2563
OP422,Stacey Wade,Night,Packaging,7,SCADA,001-261-863-4623x038
OP423,Vanessa Sanchez,Evening,Maintenance,2,PLC,001-229-225-9425x29551
OP424,Alexander Owens,Day,Packaging,15,SCADA,+1-582-421-0715x555
OP425,Carol Austin,Night,Packaging,13,PLC,352.938.2877
OP426,Elizabeth Chambers,Day,Assembly,17,Safety,436-581-3262
OP427,Sarah Ramirez,Evening,Maintenance,15,Safety,(264)802-0545x2038
OP428,Grant Baker,Day,Assembly,14,Safety,+1-521-973-8992x0602
OP429,Michael Boone,Evening,Assembly,18,SCADA,(234)733-5152x4001
OP430,Ashley Martin,Evening,Quality,5,None,001-589-240-9528
OP431,Michael Fuller,Evening,Assembly,16,Safety,001-690-798-3349x4996
OP432,Allison Schmidt,Night,Quality,23,PLC,001-835-290-3006x48132
OP433,Dana Chavez,Night,Quality,6,PLC,001-970-677-6800x92046
OP434,Jennifer Bailey,Evening,Packaging,2,Robotics,001-480-236-1221
OP435,Brian Fox,Night,Quality,18,PLC,888-372-2379x9953
OP436,Glenda Stuart,Night,Maintenance,4,None,001-590-526-5186x66171
OP437,Lisa Hansen,Evening,Packaging,2,SCADA,8728008604
OP438,Kimberly Mullins,Night,Packaging,13,Robotics,+1-706-698-7524x98479
OP439,Christine Young,Night,Maintenance,13,Robotics,+1-324-512-0608x94367
OP440,Cody Young,Night,Quality,15,Robotics,467-279-3744
OP441,Michelle Marquez,Day,Assembly,13,PLC,001-200-465-1969
OP442,Phyllis Harris,Evening,Packaging,20,PLC,311-503-1872x3618
OP443,Amy Nelson,Evening,Maintenance,19,PLC,(524)923-9239x32755
OP444,Brittany Watts,Night,Quality,21,PLC,781-980-4724x625
OP445,Tonya Khan,Day,Maintenance,5,Robotics,628-870-8904
OP446,Mitchell Rodriguez,Night,Assembly,23,None,+1-627-521-9463
OP447,Karen Mccarthy,Evening,Assembly,4,None,(572)966-1286x60708
OP448,Shari Rosario,Day,Maintenance,18,None,+1-326-987-2863
OP449,Daniel Bush,Day,Packaging,13,None,(364)960-7611x60918
OP450,Joseph Evans,Day,Quality,15,PLC,846-994-3598
OP451,Tamara Mason,Evening,Maintenance,6,PLC,(710)674-2430x76992
OP452,Sharon Petty,Evening,Packaging,3,None,7848303345
OP453,Laura Lopez,Day,Quality,24,SCADA,750-531-6713x179
OP454,Ryan Deleon,Evening,Packaging,13,PLC,001-449-472-3769
OP455,Alexis Walker,Day,Packaging,4,Safety,582.262.3760x518
OP456,Sarah Brown,Night,Assembly,18,None,534-501-8067
OP457,John Gardner,Evening,Maintenance,9,None,363-223-5186x197
OP458,Carrie Nash,Day,Packaging,20,SCADA,976.686.0069
OP459,Peter Jackson,Day,Maintenance,18,SCADA,881-687-3832
OP460,John Wall,Night,Maintenance,7,None,001-611-510-9881x45163
OP461,Lori Sutton,Night,Assembly,1,Safety,836-383-1032x61006
OP462,Barbara Sanchez,Evening,Quality,8,Robotics,511-337-8555
OP463,Bethany Rowe,Day,Quality,10,Robotics,(313)365-2796
OP464,Lindsey Newton,Evening,Quality,19,SCADA,(311)619-7123x251
OP465,Alexandra Ramos,Night,Maintenance,4,PLC,+1-795-662-3876
OP466,Lauren Nguyen,Day,Assembly,10,PLC,+1-458-468-8893x75054
OP467,Charlotte Rodriguez,Day,Packaging,18,SCADA,001-387-280-5817x8840
OP468,Joel Coleman,Day,Assembly,19,Robotics,428.571.8807x53857
OP469,Darrell Kline,Evening,Quality,19,None,202.788.7970
OP470,Sara Lynn,Day,Packaging,11,None,(564)371-2215x64898
OP471,Elizabeth Roberts,Evening,Assembly,16,Safety,+1-525-286-8109x8992
OP472,Michael Palmer,Day,Quality,23,PLC,(634)526-6495
OP473,Patricia Conway,Day,Assembly,12,Safety,001-575-291-7082
OP474,Ricardo Mitchell,Night,Quality,2,None,001-811-794-0241x1546
OP475,Martin Tucker,Evening,Assembly,5,Robotics,849-869-9727
OP476,Megan Taylor,Night,Quality,1,Robotics,8938165248
OP477,Kristen Williams,Day,Quality,9,None,(983)893-8484x69852
OP478,Vanessa Alvarado,Day,Maintenance,7,SCADA,(464)901-1861x558
OP479,Donald Jones,Evening,Quality,18,Robotics,9866027383
OP480,Brandon Hanson,Day,Quality,25,Safety,001-461-532-3961x46719
OP481,Nicole Miller,Evening,Quality,22,Safety,632-855-4724x227
OP482,Kelly Banks,Day,Assembly,13,Robotics,(271)769-7052x287
OP483,Victoria Odonnell,Day,Maintenance,11,None,270-849-1459x3873
OP484,Sara Proctor,Night,Quality,22,SCADA,001-392-600-4226x8765
OP485,Ronald Simmons,Day,Quality,25,SCADA,+1-229-607-9587x8010
OP486,Rachel Zimmerman,Day,Packaging,8,SCADA,(807)231-8488
OP487,David Sweeney,Evening,Quality,24,Safety,2815719347
OP488,Brandon Mack,Evening,Quality,9,Robotics,+1-214-800-5703x71117
OP489,Ian Patel,Day,Assembly,10,None,(937)246-9832x859
OP490,Christopher Burns,Evening,Assembly,19,Robotics,888-895-1791
OP491,Amanda Shaw,Night,Quality,24,SCADA,001-220-314-7575
OP492,Michele Simmons,Day,Assembly,12,Safety,(299)271-4293x0228
OP493,Keith Jackson III,Day,Maintenance,10,SCADA,459.267.6580
OP494,Sara Fisher,Evening,Assembly,15,None,+1-943-228-0735x1592
OP495,Walter Clark Jr.,Night,Maintenance,19,Robotics,+1-596-680-0640x579
OP496,Robert Mcdowell,Evening,Quality,4,PLC,921.731.2823x24873
OP497,Andrea Sharp,Day,Assembly,16,None,001-236-420-8080x572
OP498,Jamie Allen,Evening,Quality,10,Safety,(554)900-9056x3495
OP499,Isabel Williams,Evening,Maintenance,22,Robotics,+1-891-294-4341x3078
OP500,Edward Morales,Evening,Maintenance,15,SCADA,+1-443-716-7963x2434
