Maintenance_ID,System_ID,Issue,Priority,Assigned_Engineer,Status,Repair_Time,Cost,Completion_Date
Mt0285,Sys0282,Robot Calibration,Low,Steven Sullivan,In Progress,20,1251.12,2026-05-01
Mt0286,Sys0310,Sensor Replacement,Low,Jessica Franklin,Open,23,958.42,2026-02-09
Mt0287,Sys0389,Motor Repair,Low,Christopher Richard,In Progress,3,968.31,2026-05-23
Mt0288,Sys0294,Plc Failure,Medium,Jordan Taylor,Completed,12,3330.64,2026-03-14
Mt0289,Sys0153,Motor Repair,Low,Catherine Williams,Completed,14,3648.93,2026-02-11
Mt0290,Sys0232,Motor Repair,High,Maria Hernandez,Open,6,2377.36,2026-04-14
Mt0291,Sys0086,Robot Calibration,Medium,Kimberly Fletcher,Completed,19,2548.41,2026-01-14
Mt0292,Sys0320,Robot Calibration,Low,Tim Austin,Open,24,202.74,2026-06-19
Mt0293,Sys0440,Motor Repair,Medium,Robert Brooks,Completed,14,3791.28,2026-06-21
Mt0294,Sys0187,Motor Repair,Low,Ryan Garcia,Completed,2,2819.07,2026-03-28
Mt0295,Sys0341,Plc Failure,High,Lauren Webb,Completed,20,423.0,2026-03-18
Mt0296,Sys0096,Plc Failure,Medium,Alec Huerta,Open,8,3174.54,2026-02-06
Mt0297,Sys0144,Robot Calibration,High,Nicholas Porter,In Progress,2,3006.95,2026-05-07
Mt0298,Sys0089,Sensor Replacement,Medium,Ariel Contreras,Completed,8,1190.19,2026-01-31
Mt0299,Sys0004,Sensor Replacement,Low,Jeffrey Chen,Open,3,395.54,2026-02-19
Mt0300,Sys0415,Robot Calibration,High,Lisa Ortiz,Open,12,4296.83,2026-07-02
Mt0301,Sys0031,Plc Failure,High,Matthew Bates,In Progress,8,4948.69,2026-02-03
Mt0302,Sys0146,Robot Calibration,High,Robert Harris,In Progress,2,1284.97,2026-06-01
Mt0303,Sys0208,Robot Calibration,High,Benjamin Harrison,Completed,20,1129.48,2026-06-16
Mt0304,Sys0398,Sensor Replacement,Low,Wendy Winters,Completed,10,4279.05,2026-04-03
Mt0305,Sys0202,Sensor Replacement,High,Paul Mcguire,Open,5,234.76,2026-02-15
Mt0306,Sys0276,Plc Failure,Medium,Patrick Reyes,In Progress,24,3754.01,2026-01-29
Mt0307,Sys0331,Sensor Replacement,Low,Jeffrey Jones,Completed,9,3812.76,2026-07-08
Mt0308,Sys0047,Sensor Replacement,High,Daniel Perry,Completed,15,3944.36,2026-05-04
Mt0309,Sys0385,Motor Repair,Medium,Elizabeth Greer,In Progress,20,3150.98,2026-02-14
Mt0310,Sys0488,Plc Failure,Low,Deanna Lynch,Completed,8,4841.51,2026-06-05
Mt0311,Sys0206,Sensor Replacement,Low,David Phillips Md,Open,15,1683.15,2026-06-19
Mt0312,Sys0191,Robot Calibration,Low,Patricia Swanson,Completed,1,2042.87,2026-06-26
Mt0313,Sys0305,Robot Calibration,High,Kenneth Mendoza,Completed,19,1175.12,2026-06-07
Mt0314,Sys0230,Robot Calibration,High,Michele Thompson,Completed,19,835.71,2026-03-08
Mt0315,Sys0203,Motor Repair,Low,Kevin White,In Progress,8,679.4,2026-04-29
Mt0316,Sys0191,Sensor Replacement,High,Leslie Knox,Open,5,4731.94,2026-05-10
Mt0317,Sys0438,Robot Calibration,Medium,Amanda Nolan,Open,5,3405.34,2026-02-15
Mt0318,Sys0261,Motor Repair,Medium,Earl Anderson,Open,4,4507.04,2026-05-02
Mt0319,Sys0073,Plc Failure,High,Edward Mccoy,Open,4,2353.13,2026-04-13
Mt0320,Sys0393,Sensor Replacement,Low,Pamela Stone,Completed,19,3046.84,2026-06-28
Mt0321,Sys0338,Robot Calibration,Medium,Brenda Martinez,Completed,9,493.21,2026-02-03
Mt0322,Sys0086,Plc Failure,Low,Richard Hansen,Open,23,1305.3,2026-06-20
Mt0323,Sys0170,Robot Calibration,Low,Andrea Richard,Open,4,1500.35,2026-01-31
Mt0324,Sys0369,Sensor Replacement,Low,John Roach,In Progress,21,704.32,2026-04-02
Mt0325,Sys0122,Plc Failure,High,Sarah Campos,Open,16,4603.16,2026-05-10
Mt0326,Sys0237,Sensor Replacement,Medium,Dr. Timothy Gomez,Open,20,4874.36,2026-04-18
Mt0327,Sys0192,Robot Calibration,Low,Matthew Larson,Completed,3,2608.25,2026-03-23
Mt0328,Sys0121,Robot Calibration,High,Sean Gray,In Progress,11,3561.98,2026-05-14
Mt0329,Sys0277,Plc Failure,High,Bradley Porter,Completed,24,4652.82,2026-01-18
Mt0330,Sys0004,Robot Calibration,High,Valerie Hall,Open,16,398.95,2026-02-19
Mt0331,Sys0253,Motor Repair,High,Linda Hansen,Completed,7,4427.01,2026-06-11
Mt0332,Sys0388,Sensor Replacement,High,Paul Schwartz,In Progress,18,2263.99,2026-06-23
Mt0333,Sys0049,Robot Calibration,High,Victoria Collins,Completed,6,1833.41,2026-03-06
Mt0334,Sys0367,Robot Calibration,Medium,Jennifer White,Open,2,4440.42,2026-03-08
Mt0335,Sys0171,Robot Calibration,High,Lisa Carter,In Progress,17,1122.11,2026-02-15
Mt0336,Sys0379,Sensor Replacement,Medium,Robin Reed,In Progress,14,3610.89,2026-06-05
Mt0337,Sys0245,Sensor Replacement,Medium,Tonya Hoover,Completed,1,3750.35,2026-02-19
Mt0338,Sys0137,Motor Repair,Medium,Kyle Wang,Completed,22,3005.61,2026-01-23
Mt0339,Sys0087,Robot Calibration,Medium,Laurie Allen,Completed,21,4399.5,2026-05-19
Mt0340,Sys0378,Robot Calibration,Low,Dakota Johnson,In Progress,13,1010.11,2026-05-29
Mt0341,Sys0082,Sensor Replacement,Low,Raven Morrow,Open,1,3823.91,2026-03-01
Mt0342,Sys0274,Sensor Replacement,Medium,Jamie Preston Md,In Progress,22,4682.37,2026-02-12
Mt0343,Sys0208,Sensor Replacement,Medium,Kimberly Ross,Open,6,2851.86,2026-06-02
Mt0344,Sys0097,Robot Calibration,Low,Jason Martinez,In Progress,1,635.07,2026-04-02
Mt0345,Sys0485,Sensor Replacement,Low,Desiree Moore,Completed,9,618.51,2026-03-01
Mt0346,Sys0292,Sensor Replacement,High,Andrew Rose,Completed,1,3106.33,2026-05-19
Mt0347,Sys0336,Motor Repair,Medium,Walter Kerr,Completed,23,2328.24,2026-05-23
Mt0348,Sys0069,Motor Repair,Medium,Erika Davis,Completed,9,4609.09,2026-05-15
Mt0349,Sys0457,Robot Calibration,Low,William Stevens,In Progress,12,2265.48,2026-03-20
Mt0350,Sys0095,Plc Failure,Medium,Ashley Dillon,Open,21,388.82,2026-04-14
Mt0351,Sys0368,Sensor Replacement,High,Cassandra York,Completed,2,3739.15,2026-05-28
Mt0352,Sys0044,Sensor Replacement,Low,Laura Mendoza Md,Open,7,2785.97,2026-03-24
Mt0353,Sys0091,Sensor Replacement,Low,Morgan Hamilton,Open,15,649.5,2026-02-07
Mt0354,Sys0487,Sensor Replacement,Medium,Samuel Ward,Completed,23,424.53,2026-07-12
Mt0355,Sys0495,Plc Failure,High,Tiffany Russell,Completed,15,2532.1,2026-02-01
Mt0356,Sys0020,Robot Calibration,Medium,Don Davis,Open,13,732.31,2026-06-10
Mt0357,Sys0351,Motor Repair,Low,Alan Martinez,Open,14,4377.48,2026-02-26
Mt0358,Sys0201,Robot Calibration,Low,Erin Ramirez Md,In Progress,17,3623.5,2026-04-25
Mt0359,Sys0182,Plc Failure,Low,Mrs. Laura Moore,In Progress,11,1295.69,2026-02-10
Mt0360,Sys0089,Sensor Replacement,Medium,William Miranda Jr.,Open,3,2334.53,2026-03-11
Mt0361,Sys0218,Sensor Replacement,Low,Sara Jimenez,In Progress,4,1186.81,2026-03-04
Mt0362,Sys0445,Sensor Replacement,Medium,Roger Mendez,Completed,1,3285.99,2026-05-08
Mt0363,Sys0406,Robot Calibration,Medium,Nicolas Jordan,In Progress,3,4831.99,2026-01-29
Mt0364,Sys0154,Sensor Replacement,Low,Christine Scott,In Progress,4,2067.63,2026-02-16
Mt0365,Sys0142,Robot Calibration,Low,David Ramirez,In Progress,7,2406.88,2026-06-04
Mt0366,Sys0238,Motor Repair,High,Russell Olson,Open,17,1937.66,2026-03-11
Mt0367,Sys0487,Motor Repair,Low,Michael Miller,Open,23,1200.46,2026-01-12
Mt0368,Sys0129,Robot Calibration,Low,Lindsey Lopez,In Progress,2,4130.19,2026-02-24
Mt0369,Sys0451,Motor Repair,Low,Mark Mora,Open,11,4320.07,2026-03-31
Mt0370,Sys0052,Motor Repair,Low,Jason Maddox,Completed,16,3174.67,2026-03-25
Mt0371,Sys0290,Sensor Replacement,Low,Andrea Lee,Open,23,1077.21,2026-03-19
Mt0372,Sys0452,Sensor Replacement,Medium,Kristina Whitaker,In Progress,8,2337.42,2026-05-14
Mt0373,Sys0137,Robot Calibration,Low,Mark Clark,Open,6,1251.32,2026-06-29
Mt0374,Sys0177,Motor Repair,Medium,Derek Meyer,Completed,17,4154.79,2026-02-10
Mt0375,Sys0294,Robot Calibration,Medium,John Dennis,In Progress,1,994.44,2026-01-25
Mt0376,Sys0448,Robot Calibration,High,Erin Garcia,Open,24,1281.89,2026-03-25
Mt0377,Sys0432,Sensor Replacement,Medium,Katrina Ruiz,In Progress,19,399.02,2026-05-28
Mt0378,Sys0353,Motor Repair,Low,Robert Joyce,Completed,17,2282.59,2026-02-17
Mt0379,Sys0362,Robot Calibration,Low,Kayla Jensen Dds,In Progress,1,4900.41,2026-07-07
Mt0380,Sys0002,Robot Calibration,Low,Matthew Weaver,In Progress,11,3203.94,2026-03-06
Mt0381,Sys0161,Motor Repair,High,Kari Lowery,Open,6,638.58,2026-02-22
Mt0382,Sys0372,Robot Calibration,Low,Samuel Ruiz,Open,19,3096.35,2026-04-29
Mt0383,Sys0428,Plc Failure,High,Stephanie Gray,Completed,16,2761.43,2026-01-25
Mt0384,Sys0135,Motor Repair,Low,Mary Weaver,Open,16,4262.86,2026-03-15
Mt0385,Sys0326,Motor Repair,High,Lisa Campbell,Completed,10,1266.22,2026-01-18
Mt0386,Sys0259,Robot Calibration,Medium,Robert Sosa,Completed,15,445.9,2026-06-21
Mt0387,Sys0373,Motor Repair,Low,Paul Park,In Progress,15,4247.56,2026-03-07
Mt0388,Sys0494,Robot Calibration,Medium,Megan Smith,Open,14,4275.58,2026-01-27
Mt0389,Sys0068,Motor Repair,Low,Taylor Gould,Open,18,4638.16,2026-06-14
Mt0390,Sys0462,Plc Failure,Medium,Julie Torres,In Progress,10,4434.89,2026-06-17
Mt0391,Sys0045,Robot Calibration,High,Julia Jones,In Progress,20,2942.02,2026-04-05
Mt0392,Sys0481,Plc Failure,Low,Miss Jacqueline Mills,Open,16,4637.61,2026-04-21
Mt0393,Sys0086,Plc Failure,Low,James Adams,In Progress,10,1805.7,2026-04-15
Mt0394,Sys0358,Motor Repair,High,Dr. Nancy Harmon,In Progress,13,298.08,2026-03-16
Mt0395,Sys0500,Sensor Replacement,Medium,Tara Black,Open,14,359.68,2026-03-08
Mt0396,Sys0461,Plc Failure,Low,Anthony Roberson,In Progress,8,2332.19,2026-06-03
Mt0397,Sys0469,Motor Repair,High,Tiffany Carlson,In Progress,8,1214.12,2026-06-04
Mt0398,Sys0203,Motor Repair,High,Adrian Myers,Open,22,1212.75,2026-03-16
Mt0399,Sys0419,Motor Repair,Medium,James Burke,In Progress,4,2830.37,2026-01-22
Mt0400,Sys0070,Sensor Replacement,High,Chad Sheppard,Completed,14,2169.5,2026-04-09
Mt0401,Sys0440,Motor Repair,High,Denise Bailey,In Progress,9,3925.29,2026-01-26
Mt0402,Sys0315,Plc Failure,High,Laura Hughes,Open,17,3305.81,2026-07-11
Mt0403,Sys0221,Robot Calibration,Low,Jenna Rush,In Progress,11,3446.01,2026-06-17
Mt0404,Sys0414,Plc Failure,Medium,Nicholas Perez,Open,7,2948.68,2026-03-12
Mt0405,Sys0105,Robot Calibration,High,Mark Hernandez,Completed,23,2672.18,2026-06-25
Mt0406,Sys0317,Motor Repair,Medium,Gerald Wilson,Completed,24,4250.41,2026-03-03
Mt0407,Sys0409,Robot Calibration,Low,Priscilla Mcmahon,In Progress,21,1652.88,2026-02-08
Mt0408,Sys0071,Sensor Replacement,Low,Margaret Cordova,In Progress,15,481.68,2026-01-18
Mt0409,Sys0332,Motor Repair,High,Jack Johnson,Completed,18,4348.73,2026-03-09
Mt0410,Sys0350,Motor Repair,Low,Michele Taylor,Open,13,1188.48,2026-05-29
Mt0411,Sys0430,Plc Failure,Low,Johnathan Ward,Open,6,2973.83,2026-04-17
Mt0412,Sys0493,Plc Failure,Medium,Matthew Fernandez,Completed,19,2990.5,2026-05-22
Mt0413,Sys0393,Plc Failure,High,Sabrina Keith,In Progress,18,4666.35,2026-03-21
Mt0414,Sys0252,Plc Failure,High,Larry Jackson,Completed,14,3571.65,2026-04-06
Mt0415,Sys0495,Sensor Replacement,Low,Ellen Osborn,Open,3,2396.2,2026-01-26
Mt0416,Sys0469,Plc Failure,High,Jack Larson,Open,10,3131.58,2026-04-02
Mt0417,Sys0088,Motor Repair,High,Marvin Rivas,Open,6,344.99,2026-04-04
Mt0418,Sys0368,Sensor Replacement,Low,Jason Joyce,In Progress,8,4796.68,2026-04-06
Mt0419,Sys0155,Plc Failure,Low,Alexander Reid,Open,12,3920.42,2026-03-30
Mt0420,Sys0313,Motor Repair,Medium,Shawn Fuentes,Completed,13,3074.31,2026-06-19
Mt0421,Sys0033,Robot Calibration,High,Cynthia Cherry,Open,7,209.56,2026-03-08
Mt0422,Sys0133,Sensor Replacement,Medium,Lindsay Delgado,Completed,18,4579.82,2026-01-25
Mt0423,Sys0381,Robot Calibration,High,John Lowe,Completed,2,3547.4,2026-03-31
Mt0424,Sys0401,Plc Failure,Medium,Alex Roman,In Progress,18,735.9,2026-05-27
Mt0425,Sys0242,Plc Failure,Medium,Douglas Holden,In Progress,13,4778.47,2026-02-24
Mt0426,Sys0139,Sensor Replacement,High,Aaron Archer,Completed,11,4438.54,2026-06-26
Mt0427,Sys0271,Plc Failure,Low,Stephen Lopez,Open,21,4284.39,2026-03-11
Mt0428,Sys0452,Sensor Replacement,High,Joseph Miller,In Progress,3,1777.12,2026-05-11
Mt0429,Sys0103,Motor Repair,Low,Christopher Collins,Completed,16,461.12,2026-03-04
Mt0430,Sys0307,Sensor Replacement,Medium,Stephen Richardson,In Progress,10,404.15,2026-02-05
Mt0431,Sys0451,Plc Failure,Low,Sharon Moreno,Completed,17,3219.7,2026-02-11
Mt0432,Sys0017,Plc Failure,Medium,Michelle Mccall,Completed,13,921.07,2026-03-25
Mt0433,Sys0085,Motor Repair,High,Ashley Fox,Completed,21,4376.57,2026-05-24
Mt0434,Sys0152,Robot Calibration,High,Kristen Davis,Open,1,3370.46,2026-04-13
Mt0435,Sys0010,Motor Repair,Low,Teresa Cruz,In Progress,17,3366.9,2026-06-04
Mt0436,Sys0495,Robot Calibration,High,Daniel Moreno,Completed,21,3304.86,2026-02-12
Mt0437,Sys0324,Robot Calibration,Low,John Bender,Completed,14,2791.22,2026-03-17
Mt0438,Sys0217,Plc Failure,High,Anthony Young,In Progress,13,4321.18,2026-06-22
Mt0439,Sys0088,Motor Repair,Medium,Ashley Reeves,Open,5,274.67,2026-01-12
Mt0440,Sys0017,Sensor Replacement,Low,Jessica Phillips,Completed,20,776.23,2026-06-13
Mt0441,Sys0030,Sensor Replacement,Medium,Jeremy Webb,Completed,22,4526.5,2026-05-31
Mt0442,Sys0136,Robot Calibration,Medium,Tracy Shaffer,Completed,11,4054.73,2026-01-18
Mt0443,Sys0196,Sensor Replacement,High,Jennifer Kidd,Open,11,4991.94,2026-01-14
Mt0444,Sys0349,Motor Repair,Low,David Spencer,Completed,6,252.57,2026-06-27
Mt0445,Sys0383,Robot Calibration,High,Amy Jones,In Progress,5,1631.63,2026-03-10
Mt0446,Sys0337,Robot Calibration,Low,Richard Moon,Open,20,289.12,2026-04-22
Mt0447,Sys0047,Sensor Replacement,Low,Kathryn Hicks,Open,12,1393.49,2026-07-11
Mt0448,Sys0094,Robot Calibration,High,Richard Schmitt,Open,13,4150.01,2026-04-30
Mt0449,Sys0475,Plc Failure,Low,Marissa Moses,In Progress,13,3315.32,2026-02-04
Mt0450,Sys0230,Plc Failure,Low,Sarah Jackson,Open,8,2002.08,2026-05-21
Mt0451,Sys0069,Robot Calibration,Low,Matthew Keller,Open,12,1267.07,2026-05-28
Mt0452,Sys0392,Motor Repair,Medium,Terri Smith,In Progress,3,3559.58,2026-03-29
Mt0453,Sys0418,Motor Repair,Medium,Michelle Barrera,Open,22,278.09,2026-05-17
Mt0454,Sys0125,Motor Repair,High,Dawn Harris,Open,17,2824.56,2026-03-15
Mt0455,Sys0061,Robot Calibration,High,Raymond Mays,In Progress,15,4990.77,2026-03-18
Mt0456,Sys0128,Robot Calibration,Medium,Roger Jordan,In Progress,13,2173.35,2026-02-18
Mt0457,Sys0102,Sensor Replacement,Low,Samantha Kent,Open,2,2029.57,2026-06-04
Mt0458,Sys0414,Motor Repair,High,Miguel Ayala,In Progress,17,2157.21,2026-05-29
Mt0459,Sys0300,Plc Failure,Low,Nicole James,Open,19,1689.98,2026-05-04
Mt0460,Sys0419,Motor Repair,High,Richard King,Completed,5,3792.77,2026-05-20
Mt0461,Sys0488,Robot Calibration,Low,Steven Kelly,In Progress,17,2057.37,2026-03-05
Mt0462,Sys0085,Motor Repair,High,Dean Graham,In Progress,5,253.18,2026-03-01
Mt0463,Sys0214,Motor Repair,Low,Daniel Roberts,Open,19,3000.35,2026-07-06
Mt0464,Sys0091,Sensor Replacement,Medium,Marissa Wright,Open,20,4929.28,2026-05-28
Mt0465,Sys0466,Sensor Replacement,High,Thomas Craig,In Progress,20,3997.4,2026-05-04
Mt0466,Sys0376,Sensor Replacement,Low,Tom Fletcher,Open,18,3727.06,2026-01-13
Mt0467,Sys0443,Motor Repair,High,Angel Mason,In Progress,15,3608.55,2026-03-31
Mt0468,Sys0231,Sensor Replacement,Medium,Mary Frank,Open,1,1645.32,2026-03-25
Mt0469,Sys0127,Robot Calibration,High,Emily Martin,Completed,2,2711.64,2026-02-20
Mt0470,Sys0444,Robot Calibration,High,Philip Gonzalez,Completed,4,1771.38,2026-05-18
Mt0471,Sys0309,Sensor Replacement,High,David Saunders,Completed,5,4957.0,2026-04-08
Mt0472,Sys0207,Plc Failure,Low,Jennifer Henderson,Completed,3,1590.05,2026-04-07
Mt0473,Sys0026,Motor Repair,Medium,Samantha Washington,Completed,20,3677.01,2026-05-09
Mt0474,Sys0484,Plc Failure,Medium,Timothy Henry,In Progress,21,3374.41,2026-02-19
Mt0475,Sys0437,Plc Failure,Medium,Margaret Green,In Progress,19,539.44,2026-05-29
Mt0476,Sys0154,Plc Failure,Low,Tammie Peterson,Completed,17,4095.33,2026-03-05
Mt0477,Sys0254,Robot Calibration,Low,Stephen Simon,In Progress,18,2456.37,2026-06-24
Mt0478,Sys0017,Motor Repair,High,Nicole Flores,Open,22,2041.97,2026-05-13
Mt0479,Sys0082,Sensor Replacement,Medium,Patricia Perry,Completed,11,3181.21,2026-03-19
Mt0480,Sys0364,Sensor Replacement,Low,Jesse Martin,In Progress,6,1320.95,2026-06-11
Mt0481,Sys0426,Sensor Replacement,Low,Keith Oliver,In Progress,16,4967.97,2026-06-27
Mt0482,Sys0220,Plc Failure,High,John Gutierrez,Open,18,4547.57,2026-02-03
Mt0483,Sys0206,Sensor Replacement,High,Robert Padilla,In Progress,2,3315.37,2026-03-27
Mt0484,Sys0439,Robot Calibration,Medium,Zoe Watson,In Progress,5,4420.86,2026-01-19
Mt0485,Sys0044,Motor Repair,High,Christopher Ho,Open,8,3214.15,2026-04-22
Mt0486,Sys0002,Motor Repair,High,Logan Santiago,Open,14,682.42,2026-06-09
Mt0487,Sys0270,Motor Repair,High,Mary Curry,Open,16,934.09,2026-02-01
Mt0488,Sys0392,Robot Calibration,Low,Melissa Stevens,Open,8,4017.93,2026-06-15
Mt0489,Sys0158,Motor Repair,Medium,Joseph Sutton,Completed,23,984.16,2026-05-24
Mt0490,Sys0116,Plc Failure,High,Stephanie Buck,Completed,16,3370.29,2026-02-16
Mt0491,Sys0162,Motor Repair,Low,Christina Henderson,Completed,2,2581.76,2026-05-19
Mt0492,Sys0254,Sensor Replacement,High,Molly Bradley,Completed,3,2582.38,2026-05-27
Mt0493,Sys0497,Robot Calibration,Low,Mrs. Kelly Harris Dvm,Completed,14,613.57,2026-02-19
Mt0494,Sys0295,Sensor Replacement,Low,Cindy Hawkins,Completed,23,1800.92,2026-02-24
Mt0495,Sys0319,Plc Failure,High,Julian Martinez,Completed,17,2524.54,2026-01-31
Mt0496,Sys0108,Motor Repair,Low,Amanda Schwartz,Completed,10,3712.46,2026-04-15
Mt0497,Sys0415,Robot Calibration,Medium,Teresa Newton,Open,15,1575.73,2026-05-08
Mt0498,Sys0312,Plc Failure,Medium,Steven Hahn,Open,14,323.23,2026-05-19
Mt0499,Sys0384,Motor Repair,Low,Ronnie Pham,Completed,11,4934.94,2026-05-20
Mt0500,Sys0473,Plc Failure,High,Shawn Hayes,Open,14,1742.49,2026-04-19
