Operator_ID,Operator_Name,Shift,Department,Experience_Years,Certification,Contact
Op385,Brenda Best,Day,Quality,5,Scada,001-574-845-2040
Op386,David May,Night,Packaging,9,Plc,(706)857-7190X05703
Op387,Levi Carson,Day,Packaging,12,Plc,414.328.9917
Op388,John Martin,Day,Assembly,3,Robotics,878-517-8432X6300
Op389,Timothy Ramirez,Day,Assembly,20,Safety,+1-292-656-9392X88621
Op390,Felicia Moore,Evening,Packaging,16,Robotics,(631)861-9162
Op391,Kevin Clark,Night,Packaging,14,Safety,+1-271-848-8699
Op392,Jamie Woods,Night,Packaging,11,Safety,001-252-677-6208X698
Op393,Jessica Hart,Night,Quality,15,Plc,001-811-508-7583X9794
Op394,Juan Mccoy,Night,Maintenance,17,Plc,5327139269
Op395,Daniel Smith,Day,Assembly,22,Plc,001-228-424-2639
Op396,Michele Yoder,Evening,Packaging,12,Safety,507.548.3925
Op397,Amanda Cook,Evening,Packaging,13,Plc,+1-796-759-2099X487
Op398,Christine Miller,Night,Packaging,11,Scada,001-225-752-2469X105
Op399,Colin Burns,Night,Quality,8,Safety,555.613.1215X404
Op400,Charles Watkins,Night,Maintenance,23,Plc,222.378.0531X654
Op401,Kimberly Harris,Day,Quality,14,Nan,215-524-8084X69156
Op402,William Dunn Md,Day,Assembly,5,Scada,200.532.2918
Op403,Gary Morris,Day,Packaging,3,Robotics,(510)807-3525X616
Op404,Amanda Carlson,Night,Packaging,11,Scada,(698)712-8007
Op405,Shawn Burch,Evening,Assembly,4,Nan,8868532098
Op406,Madison Robinson,Evening,Packaging,11,Nan,+1-937-354-8372
Op407,Linda Moore,Evening,Quality,25,Robotics,(427)206-1640X955
Op408,Kimberly Bennett,Evening,Maintenance,21,Robotics,001-820-396-2875X938
Op409,Jason Dennis,Evening,Maintenance,23,Scada,+1-601-498-9366X121
Op410,Jesus Perkins,Day,Maintenance,22,Robotics,667.750.2916
Op411,Mark Lee,Evening,Maintenance,3,Plc,422-269-4522X837
Op412,Kenneth Hale,Night,Assembly,25,Nan,(530)516-6923X202
Op413,Kelsey Rodriguez,Night,Maintenance,3,Scada,877.544.9682
Op414,Anita Bell,Evening,Quality,7,Nan,+1-975-912-9135X8067
Op415,Anthony Brown,Day,Maintenance,5,Plc,(420)510-5363X9949
Op416,Shelly Morton,Day,Assembly,23,Nan,601.636.4950
Op417,Aimee Henderson,Day,Quality,24,Safety,001-596-838-6447
Op418,Dr. David Rice Dds,Night,Maintenance,25,Plc,6462407506
Op419,Sara James,Night,Maintenance,16,Plc,851.862.4635X736
Op420,Stephanie Pollard,Evening,Quality,22,Scada,2973493054
Op421,Melissa Kirk,Day,Assembly,3,Robotics,691.298.7386X2563
Op422,Stacey Wade,Night,Packaging,7,Scada,001-261-863-4623X038
Op423,Vanessa Sanchez,Evening,Maintenance,2,Plc,001-229-225-9425X29551
Op424,Alexander Owens,Day,Packaging,15,Scada,+1-582-421-0715X555
Op425,Carol Austin,Night,Packaging,13,Plc,352.938.2877
Op426,Elizabeth Chambers,Day,Assembly,17,Safety,436-581-3262
Op427,Sarah Ramirez,Evening,Maintenance,15,Safety,(264)802-0545X2038
Op428,Grant Baker,Day,Assembly,14,Safety,+1-521-973-8992X0602
Op429,Michael Boone,Evening,Assembly,18,Scada,(234)733-5152X4001
Op430,Ashley Martin,Evening,Quality,5,Nan,001-589-240-9528
Op431,Michael Fuller,Evening,Assembly,16,Safety,001-690-798-3349X4996
Op432,Allison Schmidt,Night,Quality,23,Plc,001-835-290-3006X48132
Op433,Dana Chavez,Night,Quality,6,Plc,001-970-677-6800X92046
Op434,Jennifer Bailey,Evening,Packaging,2,Robotics,001-480-236-1221
Op435,Brian Fox,Night,Quality,18,Plc,888-372-2379X9953
Op436,Glenda Stuart,Night,Maintenance,4,Nan,001-590-526-5186X66171
Op437,Lisa Hansen,Evening,Packaging,2,Scada,8728008604
Op438,Kimberly Mullins,Night,Packaging,13,Robotics,+1-706-698-7524X98479
Op439,Christine Young,Night,Maintenance,13,Robotics,+1-324-512-0608X94367
Op440,Cody Young,Night,Quality,15,Robotics,467-279-3744
Op441,Michelle Marquez,Day,Assembly,13,Plc,001-200-465-1969
Op442,Phyllis Harris,Evening,Packaging,20,Plc,311-503-1872X3618
Op443,Amy Nelson,Evening,Maintenance,19,Plc,(524)923-9239X32755
Op444,Brittany Watts,Night,Quality,21,Plc,781-980-4724X625
Op445,Tonya Khan,Day,Maintenance,5,Robotics,628-870-8904
Op446,Mitchell Rodriguez,Night,Assembly,23,Nan,+1-627-521-9463
Op447,Karen Mccarthy,Evening,Assembly,4,Nan,(572)966-1286X60708
Op448,Shari Rosario,Day,Maintenance,18,Nan,+1-326-987-2863
Op449,Daniel Bush,Day,Packaging,13,Nan,(364)960-7611X60918
Op450,Joseph Evans,Day,Quality,15,Plc,846-994-3598
Op451,Tamara Mason,Evening,Maintenance,6,Plc,(710)674-2430X76992
Op452,Sharon Petty,Evening,Packaging,3,Nan,7848303345
Op453,Laura Lopez,Day,Quality,24,Scada,750-531-6713X179
Op454,Ryan Deleon,Evening,Packaging,13,Plc,001-449-472-3769
Op455,Alexis Walker,Day,Packaging,4,Safety,582.262.3760X518
Op456,Sarah Brown,Night,Assembly,18,Nan,534-501-8067
Op457,John Gardner,Evening,Maintenance,9,Nan,363-223-5186X197
Op458,Carrie Nash,Day,Packaging,20,Scada,976.686.0069
Op459,Peter Jackson,Day,Maintenance,18,Scada,881-687-3832
Op460,John Wall,Night,Maintenance,7,Nan,001-611-510-9881X45163
Op461,Lori Sutton,Night,Assembly,1,Safety,836-383-1032X61006
Op462,Barbara Sanchez,Evening,Quality,8,Robotics,511-337-8555
Op463,Bethany Rowe,Day,Quality,10,Robotics,(313)365-2796
Op464,Lindsey Newton,Evening,Quality,19,Scada,(311)619-7123X251
Op465,Alexandra Ramos,Night,Maintenance,4,Plc,+1-795-662-3876
Op466,Lauren Nguyen,Day,Assembly,10,Plc,+1-458-468-8893X75054
Op467,Charlotte Rodriguez,Day,Packaging,18,Scada,001-387-280-5817X8840
Op468,Joel Coleman,Day,Assembly,19,Robotics,428.571.8807X53857
Op469,Darrell Kline,Evening,Quality,19,Nan,202.788.7970
Op470,Sara Lynn,Day,Packaging,11,Nan,(564)371-2215X64898
Op471,Elizabeth Roberts,Evening,Assembly,16,Safety,+1-525-286-8109X8992
Op472,Michael Palmer,Day,Quality,23,Plc,(634)526-6495
Op473,Patricia Conway,Day,Assembly,12,Safety,001-575-291-7082
Op474,Ricardo Mitchell,Night,Quality,2,Nan,001-811-794-0241X1546
Op475,Martin Tucker,Evening,Assembly,5,Robotics,849-869-9727
Op476,Megan Taylor,Night,Quality,1,Robotics,8938165248
Op477,Kristen Williams,Day,Quality,9,Nan,(983)893-8484X69852
Op478,Vanessa Alvarado,Day,Maintenance,7,Scada,(464)901-1861X558
Op479,Donald Jones,Evening,Quality,18,Robotics,9866027383
Op480,Brandon Hanson,Day,Quality,25,Safety,001-461-532-3961X46719
Op481,Nicole Miller,Evening,Quality,22,Safety,632-855-4724X227
Op482,Kelly Banks,Day,Assembly,13,Robotics,(271)769-7052X287
Op483,Victoria Odonnell,Day,Maintenance,11,Nan,270-849-1459X3873
Op484,Sara Proctor,Night,Quality,22,Scada,001-392-600-4226X8765
Op485,Ronald Simmons,Day,Quality,25,Scada,+1-229-607-9587X8010
Op486,Rachel Zimmerman,Day,Packaging,8,Scada,(807)231-8488
Op487,David Sweeney,Evening,Quality,24,Safety,2815719347
Op488,Brandon Mack,Evening,Quality,9,Robotics,+1-214-800-5703X71117
Op489,Ian Patel,Day,Assembly,10,Nan,(937)246-9832X859
Op490,Christopher Burns,Evening,Assembly,19,Robotics,888-895-1791
Op491,Amanda Shaw,Night,Quality,24,Scada,001-220-314-7575
Op492,Michele Simmons,Day,Assembly,12,Safety,(299)271-4293X0228
Op493,Keith Jackson Iii,Day,Maintenance,10,Scada,459.267.6580
Op494,Sara Fisher,Evening,Assembly,15,Nan,+1-943-228-0735X1592
Op495,Walter Clark Jr.,Night,Maintenance,19,Robotics,+1-596-680-0640X579
Op496,Robert Mcdowell,Evening,Quality,4,Plc,921.731.2823X24873
Op497,Andrea Sharp,Day,Assembly,16,Nan,001-236-420-8080X572
Op498,Jamie Allen,Evening,Quality,10,Safety,(554)900-9056X3495
Op499,Isabel Williams,Evening,Maintenance,22,Robotics,+1-891-294-4341X3078
Op500,Edward Morales,Evening,Maintenance,15,Scada,+1-443-716-7963X2434
